Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.19999981,11.30000019,11.39999962,11.69999981,11.80000019,11.89999962,11.80000019,11.80000019,11.80000019,11.69999981,11.69999981,11.60000038,11.80000019,11.80000019,12.0,11.89999962,11.89999962,12.10000038,12.10000038,12.19999981,12.30000019,12.19999981,12.10000038,11.89999962,11.69999981,10.89999962,10.69999981,10.5,10.1500000955,9.800000191,9.5,9.199999809,8.899999619,8.899999619,8.699999809,8.699999809,8.5,8.300000191,8.199999809,7.900000095,4.04,3.95,3.93,3.97,4.0,3.9,3.93,3.875,3.82,3.77,3.78,3.79,3.75,3.74,3.79,3.82,3.84,3.8502047357458276,3.8604365904061457,3.8706956360490152,3.880981944934017,3.891295589512763,3.9016366424293984
Austria,AUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.80000019,10.840000152,10.880000114,10.920000076,10.960000038,11.0,11.039999962,11.079999924,11.119999886,11.159999848,11.19999981,11.139999772,11.079999734,11.019999696,10.959999658,10.89999962,10.80000019,10.69999981,10.60000038,10.39999962,10.19999981,9.899999619,9.699999809,9.399999619,9.5,9.399999619,9.300000191,9.199999809,9.0,8.899999619,7.95,7.85,7.81,7.73,7.73,7.69,7.66,7.75,7.69,7.68,7.65,7.68,7.67,7.64,7.58,7.54,7.42,7.37,7.27,7.205461816037912,7.141496558786844,7.078099142187724,7.015264525332096
Azerbaijan,AZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,9.745200157,9.7755201338,9.8058401106,9.8361600874,9.8664800642,9.896800041,9.841099739,9.882100105,9.966300011,10.20440006,10.09920025,10.02089977,10.54279995,10.48750019,10.07059956,10.02000046,9.81000042,9.609999657,9.06000042,8.899999619,8.69,8.51,8.4,8.27,8.24,8.21,7.94,7.93,7.67,7.54,5.06,4.62,4.65,4.69,4.82,4.5066968396969065,4.213758590235287,3.9398615190578963,3.683767937091633,3.444320605864659,3.2204375081645624,3.0111069586071815,2.8153830320216486
"Bahamas, The",BHS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.725663662,5.6624572754,5.599250888799999,5.5360445022,5.4728381156,5.409631729,5.3464253424,5.2832189558,5.220012569200001,5.1568061826000005,5.093599796,5.024719810200001,4.9558398244,4.8869598386,4.8180798528,4.749199867,4.6803198812,4.6114398954,4.5425599096,4.4736799238,4.404799938,4.3643199442,4.3238399504,4.2833599566,4.2428799628,4.202399969,4.1619199752,4.1214399814,4.0809599876,4.0404799938,4.0,3.9612999756666665,3.922599951333333,3.883899927,3.7419499635,3.6,3.940000057,3.83000004275,3.7200000285,3.61000001425,3.5,3.4,3.400000095,3.4,3.4,3.3,3.2,3.2,3.2,3.2,2.92,2.9,2.86,2.85,2.76,2.83,2.895,2.96,2.9708111369176797,2.981661760552067,2.992552015124884,3.0034820453846116,3.014451996608411
Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.711409569,4.674558592,4.637707615,4.600856638,4.564005661,4.527154683999999,4.490303707,4.45345273,4.416601752999999,4.379750776,4.342899799,4.2400498149,4.137199830799999,4.0343498467,3.9314998626,3.8286498785,3.7257998944,3.6229499103,3.5200999262,3.4172499421,3.314399958,3.317188846,3.319977734,3.322766622,3.32555551,3.328344398,3.331133286,3.333922174,3.336711062,3.33949995,3.284562468125,3.22962498625,3.174687504375,3.1197500225,3.064812540625,3.00987505875,2.9549375768750004,2.900000095,2.8500000633333333,2.800000031666667,2.75,2.82,2.86,2.81,2.81,2.81,2.74,2.74,1.97,1.9,1.77,1.7,2.08,2.08,2.03,1.95,1.89,1.74,1.7544848541980895,1.769090289431317,1.783817309492046,1.7986669265288393,1.8136401611160209
Bangladesh,BGD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,0.155100003,0.1611700029,0.1672400027999999,0.1733100027,0.1793800025999999,0.1854500025,0.1915200024,0.1975900022999999,0.2036600022,0.2097300020999999,0.215800002,0.225199997,0.24085000125,0.2565000055,0.27215000975,0.287800014,0.29108001,0.294360006,0.2976400019999999,0.3009199979999999,0.304199994,0.308099985,0.3070333203333333,0.3059666556666666,0.304899991,0.3039199951999999,0.3029399994,0.3019600035999999,0.3009800078,0.300000012,0.300000006,0.3,0.34,0.3266666666666666,0.3133333333333333,0.3,0.35,0.3999999999999999,0.4499999999999999,0.5,0.5499999999999999,0.6,0.6,0.6,0.6,0.77,0.79,0.79,0.79,0.79,0.79,0.79,0.79
Barbados,BRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.929779053,6.3589611057,6.7881431584,7.2173252111,7.6465072638,8.0756893165,8.5048713692,8.9340534219,9.3632354746,9.7924175273,10.22159958,10.0529096614,9.8842197428,9.7155298242,9.5468399056,9.378149987,9.2094600684,9.0407701498,8.8720802312,8.7033903126,8.534700394,8.5212303165,8.507760239,8.4942901615,8.480820084,8.4673500065,8.453879929000001,8.4404098515,8.426939774000001,8.4134696965,8.399999619,6.022533099333334,3.6450665796666666,1.26760006,4.333800030000001,7.4,7.559999943,7.522857094,7.485714245,7.448571396,7.411428547,7.374285698,7.337142849,7.3,7.3,6.7,6.6,7.1,7.6,6.8,6.76,6.55,6.34,6.34,5.93,5.9,5.89,5.97,5.880548074522319,5.792436458420127,5.705645069071251,5.620154124762933,5.535944140183139
Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.54609966,12.651139638,12.756179616,12.861219594,12.966259572,13.07129955,13.26049995,13.45629978,13.37290001,13.5795002,13.22640038,13.20470047,12.69069958,12.4762001,12.46389961,12.38000011,12.27000046,12.35999966,12.42000008,12.64000034,12.61,12.58,11.94,11.34,10.71,11.13,11.18,11.23,11.12,11.07,11.45,11.25,11.27,11.05,10.83,10.784352961234047,10.738898318788324,10.693635261737413,10.648562982573841,10.60368067719367,10.55898754488216,10.514482788299476,10.470165613466472
Belgium,BEL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,8.300000191,8.4100001338,8.5200000766,8.6300000194,8.7399999622,8.849999905,8.9599998478,9.0699997906,9.1799997334,9.2899996762,9.399999619,9.3399997714,9.2799999238,9.2200000762,9.1600002286,9.100000381,8.8800003048,8.6600002286,8.4400001524,8.2200000762,8.0,7.900000095,7.699999809,7.699999809,7.599999905,7.466666539666667,7.333333174333333,7.199999809,7.199999809,7.099999905,6.72,6.62,6.54,6.53,6.48,6.44,6.35,6.27,6.25,6.15,6.12,6.05,5.99,5.93,5.85,5.83,5.76,5.66,5.62,5.58,5.523770269086141,5.4681071658853,5.413004980482813
Belize,BLZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.667765141,4.7411286358,4.814492130600001,4.8878556254,4.9612191202,5.034582615,5.1079461098,5.1813096046,5.2546730994,5.3280365942,5.401400089,5.27111259075,5.1408250925,5.01053759425,4.880250096,4.74996259775,4.6196750995,4.48938760125,4.359100103,4.22881260475,4.0985251065,3.96823760825,3.83795011,3.70766261175,3.5773751135,3.44708761525,3.316800117,3.16260009975,3.0084000825,2.85420006525,2.700000048,2.7333333493333334,2.7666666506666666,2.799999952,2.649999976,2.5,2.130000114,2.0725000855,2.015000057,1.9575000285,1.9,1.699999984,1.499999968,1.299999952,1.3,1.2,1.3,1.2,1.2,1.1,1.2,1.09,1.08,0.89,1.27,1.245,1.22,1.04,1.0494570164035575,1.0590000281525545,1.0686298172271764,1.0783471727183762,1.0881528908925373
Benin,BEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.225748777,1.2186638948,1.2115790126,1.2044941304,1.1974092482,1.190324366,1.1832394838,1.1761546016,1.1690697194000002,1.1619848372,1.154899955,1.1858999612,1.2168999674,1.2478999736,1.2788999798,1.309899986,1.3408999922,1.3718999984,1.4029000046,1.4339000108,1.464900017,1.131199956,0.938299969,0.7453999819999999,0.552499995,0.359600008,0.4544600014,0.5493199948,0.6441799882,0.7390399816,0.833899975,0.500500023,0.223100007,0.239099994,0.233600006,0.2578181872727272,0.2820363685454545,0.3062545498181818,0.3304727310909091,0.3546909123636363,0.3789090936363636,0.4031272749090909,0.4273454561818182,0.4515636374545455,0.4757818187272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5042418219723611,0.5085196300520126,0.5128337295322758,0.5171844282964716,0.5215720368398936,0.5259968682919668,0.5304592384385948,0.5349594657446963,0.5394978713769332,0.5440747792266306,0.5486905159328928,0.5533454109059133
Bermuda,BMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,BTN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705899954,1.49109996875,1.2762999835,1.06149999825,0.846700013,1.03872500375,1.2307499945,1.42277498525,1.614799976,1.6118399856,1.6088799952,1.6059200048,1.6029600144,1.600000024,1.6000000120000002,1.6,1.6,1.625,1.65,1.675,1.7,1.72,1.74,1.76,1.78,1.8,1.74,1.7470044059075516,1.7540370081956302,1.7610979203693484,1.7681872563907344,1.7753051306805736,1.782451658120255,1.7896269540536245,1.7968311342888463,1.8,1.8
Bolivia,BOL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.845419288,1.8930473688,1.9406754496,1.9883035304,2.0359316112,2.083559692,2.1311877728,2.1788158536,2.2264439344,2.2740720152,2.321700096,2.2691200732,2.2165400504,2.1639600276,2.1113800048,2.058799982,2.0093999862,1.9599999904,1.9105999946,1.8611999988,1.811800003,1.7624000072,1.7130000114,1.6636000156,1.6142000198000002,1.5648000240000002,1.5154000282000002,1.4660000324,1.4166000366,1.3672000408,1.317800045,1.411000013,1.4054999945,1.399999976,1.4899999696666666,1.5799999633333333,1.669999957,1.5742856774285714,1.4785713978571429,1.382857118285714,1.2871428387142858,1.191428559142857,1.0957142795714283,1.0,1.0,1.05,1.1,1.1,1.1,1.1,1.085,1.07,1.1,1.12,1.15,1.13,1.27,1.29,1.331979921342161,1.3753259774098212,1.4200826257443133,1.4662957706498294,1.5140128102748087
Bosnia and Herzegovina,BIH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,4.831099987,4.922800064,4.917900085,4.904699802,4.813700199,4.718100071,4.742000103,4.593500137,4.578199863,4.498300076,4.45909977,4.377999783,4.298285518714286,4.218571254428571,4.138856990142857,4.059142725857143,3.9794284615714286,3.8997141972857134,3.819999933,3.799999952,3.38,3.24,3.21,3.17,3.05,3.12,3.32,3.39,3.35,3.33,3.4,3.46,3.5,3.5,3.49,3.51408186166663,3.5383298941244723,3.5627452439930134,3.5873290658036967,3.6120825220545174,3.637006783264996,3.662103028031524,3.6873724430831
Botswana,BWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.122916698,2.1349258657,2.1469350334,2.1589442011,2.1709533688,2.1829625365,2.1949717042,2.2069808719,2.2189900396,2.2309992073,2.243008375,2.2550175427,2.2670267104,2.2790358781,2.2910450458,2.3030542135000003,2.3150633812,2.3270725489,2.3390817166,2.3510908843,2.363100052,2.284310043,2.205520034,2.126730025,2.047940016,1.969150007,1.890359998,1.811569989,1.73277998,1.653989971,1.575199962,1.6232615033846154,1.6713230447692309,1.7193845861538462,1.7674461275384616,1.815507668923077,1.8635692103076924,1.911630751692308,1.9596922930769232,2.0077538344615387,2.055815375846154,2.103876917230769,2.1519384586153847,2.2,2.25,2.3,2.35,2.4,1.8,1.8,1.8,1.7445713845205058,1.6908496198265524,1.6387821457093215,1.5883180204819978,1.5394078711395265,1.4920038450531377,1.4460595631523723,1.4015300745488066,1.3583718125570772,1.3165425520701828,1.2760013682473548,1.2367085964740818
Brazil,BRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.20179534,3.2507958177,3.2997962954,3.3487967731,3.3977972508,3.4467977285,3.4957982062,3.5447986839,3.5937991616,3.6427996393,3.691800117,3.9524600978,4.2131200786,4.4737800594,4.7344400402,4.995100021,4.875533361916666,4.755966702833334,4.63640004375,4.516833384666667,4.397266725583333,4.2777000665,4.158133407416667,4.038566748333333,3.91900008925,3.799433430166667,3.6798667710833337,3.560300112,3.4886333943333336,3.416966676666666,3.345299959,3.396866639333333,3.4484333196666666,3.5,3.369999965,3.23999993,3.109999895,3.03749992125,2.9649999475,2.89249997375,2.82,2.78,2.59,2.42,2.47,2.52,2.48,2.47,2.44,2.43,2.37,2.31,2.27,2.25,2.22,2.15,2.11,2.09,2.0554889519758563,2.0215477663611505,1.9881670333238348,1.955337498411367,1.9230500599850113
British Virgin Islands,VGB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.902439117,4.7629652019,4.6234912868,4.4840173717,4.3445434566,4.2050695415,4.0655956264,3.9261217113,3.7866477962,3.6471738811,3.507699966,3.4557181484545456,3.403736330909091,3.3517545133636366,3.299772695818182,3.247790878272728,3.1958090607272727,3.143827243181818,3.091845425636364,3.039863608090909,2.9878817905454547,2.935899973,2.993999958,2.9643332936666664,2.934666629333333,2.904999965,2.8753333006666666,2.845666636333333,2.815999972,2.7863333076666663,2.7566666433333333,2.726999979,2.6973333146666665,2.667666650333333,2.637999986,2.608333321666666,2.578666657333333,2.548999993,2.519333328666667,2.4896666643333334,2.46,2.58,2.7,2.6500000000000004,2.6,2.58,2.79,2.745,2.7,2.6,2.46,2.46,2.44,2.42,2.43,2.77,2.76,2.85,2.9244428130170523,3.0008300935463468,3.0792126316340016,3.159642543976624,3.242173308573808
Bulgaria,BGR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.213677406,6.34552354785,6.477369689700001,6.60921583155,6.741061973400001,6.87290811525,7.0047542571,7.136600398950001,7.2684465408,7.400292682650001,7.5321388245,7.66398496635,7.795831108200001,7.92767725005,8.059523391900001,8.19136953375,8.3232156756,8.455061817450002,8.586907959300001,8.718754101150001,8.850600243,8.859000206,8.886699677,8.876799583,8.963000298,9.11400032,9.4520998,9.564200401,9.560199738,9.7020998,9.790800095,9.768199921,10.20639992,10.49419975,10.19610024,10.36999989,10.47000027,10.27999973,8.409999847,7.489999771,7.41,7.2,6.49,6.29,6.13,6.41,6.28,6.46,6.61,6.72,6.62,6.45,6.61,6.82,7.13,7.24,7.27,7.45,7.6317321877839825,7.81789747463867,8.00860399973088,8.203962540129087,8.404086575151302
Burkina Faso,BFA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.523758113,0.528532302,0.5333064909999999,0.53808068,0.542854869,0.5476290580000001,0.552403247,0.557177436,0.5619516250000001,0.566725814,0.571500003,0.5575473713157895,0.543594739631579,0.5296421079473684,0.5156894762631579,0.5017368445789474,0.4877842128947368,0.4738315812105263,0.4598789495263158,0.4459263178421053,0.4319736861578948,0.4180210544736842,0.4040684227894737,0.3901157911052632,0.3761631594210526,0.3622105277368421,0.3482578960526316,0.334305264368421,0.3203526326842105,0.306400001,0.299299985,0.4994399784,0.6995799718,0.8997199652000001,1.0998599586000002,1.299999952,1.419999957,1.3679999613,1.3159999656,1.2639999699,1.2119999742,1.1599999785,1.1079999828,1.0559999871,1.0039999914,0.9519999957,0.9,0.775,0.65,0.525,0.4,0.3442002125874731,0.29618446586315417,0.254866890288012,0.21931309454660478,0.18871903441539487,0.16239282941270392,0.13973911601633482,0.12024558359902003,0.10347138859371866,0.08903718487669748,0.07661654490687353,0.06592857761165886
Burundi,BDI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.122407317,1.1382265805,1.154045844,1.1698651075,1.185684371,1.2015036345,1.217322898,1.2331421615,1.248961425,1.2647806885,1.280599952,1.2491199734,1.2176399948,1.1861600162,1.1546800376,1.123200059,1.0828364167272726,1.0424727744545454,1.002109132181818,0.9617454899090908,0.9213818476363635,0.8810182053636364,0.840654563090909,0.8002909208181819,0.7599272785454545,0.7195636362727273,0.679199994,0.675979996,0.672759998,0.66954,0.666320002,0.663100004,0.6655600037333333,0.6680200034666667,0.6704800032,0.6729400029333333,0.6754000026666667,0.6778600024,0.6803200021333333,0.6827800018666667,0.6852400016,0.6877000013333333,0.6901600010666666,0.6926200008,0.6950800005333333,0.6975400002666666,0.7,0.7112499999999999,0.7224999999999999,0.73375,0.745,0.75625,0.7675000000000001,0.77875,0.79,0.8018478991866064,0.8138734853543975,0.8260794233355758,0.83846841792774,0.8510432144932606,0.8638065995676423,0.8767614014770126,0.88991049096487
Cabo Verde,CPV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.408200026,1.4860700134,1.5639400008,1.6418099882,1.7196799756,1.7975499629999998,1.8754199504,1.9532899378,2.0311599252,2.1090299126,2.1868999,2.1132499125,2.039599925,1.9659499375,1.89229995,1.8186499625,1.7449999749999998,1.6713499874999995,1.5977,1.5940499902499998,1.5903999805,1.58674997075,1.583099961,1.6228615024615385,1.662623043923077,1.7023845853846151,1.742146126846154,1.7819076683076924,1.8216692097692309,1.8614307512307693,1.901192292692308,1.9409538341538464,1.9807153756153848,2.0204769170769232,2.060238458538461,2.1,2.1,2.1,2.1,2.1,2.1,2.1067548197898467,2.11353136700369,2.1203297115295463,2.127149923480232,2.1339920731940865,2.1408562312357,2.1477424683966366,2.1546508556961697,2.161581464382011,2.1685343659310456,2.1755096320500713,2.1825073346765347
Cambodia,KHM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.746548891,0.7799939989,0.8134391068,0.8468842147,0.8803293226,0.9137744305,0.9472195384,0.9806646463,1.0141097542,1.0475548621,1.08099997,1.1375388631666663,1.1940777563333334,1.2506166495,1.3071555426666666,1.3636944358333332,1.420233329,1.4767722221666666,1.5333111153333332,1.5898500085,1.6463889016666666,1.7029277948333332,1.7594666879999998,1.8160055811666664,1.8725444743333333,1.9290833675,1.9856222606666667,2.0421611538333333,2.098700047,2.0853999855,2.072099924,1.9382726581818184,1.8044453923636363,1.6706181265454547,1.536790860727273,1.402963594909091,1.2691363290909092,1.1353090632727274,1.0014817974545456,0.8676545316363637,0.7338272658181819,0.6,0.4333333333333333,0.2666666666666666,0.1,0.2233333333333333,0.3466666666666667,0.47,0.5933333333333334,0.7166666666666667,0.84,0.7,0.7,0.7,0.75,0.8,0.9,0.9144642857142857,0.9291610331632651,0.9440939783391035,0.959266917276696,0.9746837070186429,0.990348266595728
